title,tags
The Last House on the Left,"crime thriller horror drama rape whitetrash reveng murder dysfunctionalfamili swimmer famili group teenag girl head citi hook gang drug-addl ne'er-do-wel brutal murdered. killer find way home one victim' parents, father mother exact horribl revenge. garretdillahunt michaelbowen joshuacox dennisiliadi"
The Wedding Date,"comedi romanc basedonnovel callboy wed escort fakeboyfriend womandirector wed younger sister fast approaching, kat elli face undesir prospect travel alon london ceremony. bad enough, jeffrey, man left move closer marriage, happen groom' best man. determin show everyon -- jeffrey -- romant life full thrill ever, kat hire charm male escort date. debramess dermotmulroney amyadam clarekiln"
Halloween: Resurrection,"horror thriller brothersisterrelationship innoc serialkil michaelmy serial killer michael myer finish lauri strode, rivalri final come end. last see myers? freddi harri nora winston realiti programm dangertainment, plan send group 6 thrill-seek teenag childhood home myers. camera place hous one get house... michael arriv home! jamieleecurti bradlore bustarhym rickrosenth"
The Princess Bride,"adventur famili fantasi comedi romanc swashbuckl evilprinc referencetosocr referencetoplato screwbal imperson enchantingli crack fairi tale, beauti princess buttercup dash westley must overcom stagger odd find happi amid six-fing swordsmen, murder princes, sicilian rodent unusu size. even death can't stop true lovebird triumphing. caryelw robinwright mandypatinkin robrein"
The Great Debaters,drama biographi true stori brilliant polit radic debat team coach use power word transform group underdog african american colleg student histor powerhous took harvard elite. denzelwashington natepark forestwhitak denzelwashington
Drive,drama action thriller crime stuntman bloodsplatt independentfilm policechas extremeviol violenc carchas bullet headstomp getaway crimelord existenti silentprotagonist greatsoundtrack hollywood stunt perform moonlight wheelman crimin discov contract put heist gone wrong. ryangosl careymulligan bryancranston nicolaswindingrefn
Confessions of a Teenage Drama Queen,"comedi rockstar spotlight highschool parti rivalri womandirector boy teenag mari elizabeth steppe, a.k.a. lola, move mother two younger twin sister new york suburb dellwood, new jersey, feel cultur entertain world ended. school, displac lola becom close friend unpopular ella, also great fan favorit rock band sidarthur. however, popular girl school, carla santini, disput lead role adapt pygmalion lola also leadership mates. last concert sidarthur sold-out, lola plan ella travel new york buy ticket scalpers. however, girl get troubl help lead singer lola' idol stu wolf, chang live forever. lindsaylohan adamgarcia glenneheadli sarasugarman"
The Object of My Affection,"comedi drama romanc blinddat love fallinginlov gaymanstraightwomanrelationship pregnant new york social worker begin develop romant feel gay best friend, decid she'd rather rais child him, much dismay overbear boyfriend. jenniferaniston paulrudd haydenpanettier nicholashytn"
28 Weeks Later,"horror thriller sciencefict londonengland lossofmoth lossoffamili mutant pest dyinganddeath chao partsofdeadbodi survivor supernatur surviv ontherun zombi danger escapad viru plagu femalecorps siblingsrel deadli chasesandrac chaosandmayham humannatur chill sequel 28 day later, inhabit british isl appear lost battl onslaught disease, deadli rage viru kill everi citizen there. six month later, group american dare set foot isles, convinc danger come gone. soon becom clear scourg continu live, wait pounc next victims. imogenpoot robertcarlyl rosebyrn juancarlosfresnadillo"
When the Game Stands Tall,drama americanfootbal sport highschoolsport young coach turn lose high school footbal program around go undef 12 consecut seasons. jimcaviezel michaelchikli lauradern thomascart
Because of Winn-Dixie,"comedi drama famili girl, abandon mother three, move small town florida father. there, adopt orphan dog name winn-dixie. bond girl special companion bring togeth peopl small florida town heal troubl relationship father. jeffdaniel annasophiarobb cicelytyson waynewang"
Love & Basketball,"action comedi drama romanc lover affect sport basketbal highschoolsport relationship womandirector young african-american coupl navig tricki path romanc athlet drama. quinci mccall (omar epps) monica wright (sanaa lathan) grew neighborhood known sinc childhood. grow adulthood, fall love, also share anoth all-consum passion: basketball. they'v follow game live small amount talent court. quinci monica struggl make relationship work, follow separ career path though high school colleg basketbal and, hope, stardom big-leagu profession ball. chriswarren,jr. kylapratt sanaalathan ginaprince-bythewood"
Grosse Pointe Blank,"action comedi thriller romanc missionofmurd schoolparti highschoolreunion martin blank freelanc hitman start develop conscience, caus muff coupl routin assignments. advic secretari psychiatrist, attend 10th year high school reunion gross pointe, michigan. johncusack minniedriv danaykroyd georgearmitag"
All About Steve,"comedi blinddat eccentr aftercreditssting crosswordpuzzl mineshaft one short date, brilliant crossword constructor decid cnn cameraman true love. cameraman' job take hither yon, crisscross country, turn media event tri convinc perfect other. sandrabullock thomashadenchurch bradleycoop philtrail"
Book of Shadows: Blair Witch 2,"mysteri thriller horror witch video forest horror vision young adult becom fascin event three miss filmmak maryland, decid go wood find realli happened. kimdirector jeffreydonovan ericaleerhsen joeberling"
The Craft,"drama fantasi horror thriller witch suicideattempt puberti magic blackmag sorceri femalefriendship teenag hairloss outsid occultritu karma newcom lovespel cathol school newcom fall cliqu teen witch wield power dare cross -- teachers, rival meddlesom parents. robintunney fairuzabalk nevecampbel andrewflem"
Match Point,"drama thriller crime romanc lovetriangl londonengland upperclass adulteri tenni rivertham love wealth lust instructor golddigg socialclimb actress match point woodi allen’ satir british high societi ambit young tenni instructor enter it. yet must decid two women - one assur place high society, would bring far - palm start sweat dark psycholog match head begins. jonathanrhysmey scarlettjohansson emilymortim woodyallen"
Ramona and Beezus,"comedi famili sistersisterrelationship motherdaughterrelationship auntniecerelationship fatherdaughterrelationship duringcreditssting womandirector ramona littl girl big imagin nose mischief. play antic keep everyon love famili toes, includ older sister beezus, who' tri surviv first year high school. up down childhood, ramona beezu learn anything' possibl believ reli other. joeyk selenagomez johncorbett elizabethallenrosenbaum"
The Remains of the Day,drama romanc newspap butler countryhous loyalti flower nazi jewish britain housekeep employ rule bound head butler' world manner decorum household maintain test arriv housekeep fall love post-wwi britain. possibl romanc master' cultiv tie nazi caus challeng care maintain veneer servitude. anthonyhopkin emmathompson jamesfox jamesivori
Boogie Nights,"drama pornographi sex pornactor pornographicvideo fromragstorich drug pornindustri gayleadcharact set 1977, back sex safe, pleasur busi busi booming, idealist porn produc jack horner aspir elev craft art form. horner discov eddi adams, hot young talent work busboy nightclub, welcom extend famili movie-makers, misfit hangers-on alway around. adams' rise nobodi celebr adult entertain meteoric, soon whole world seem know porn alter ego, ""dirk diggler"". now, disco drug vogue, fashion flux parti never seem stop, adams' dream turn sex stardom collid cold, hard reality. markwahlberg burtreynold johnc.reilli paulthomasanderson"
Nowhere to Run,action adventur drama thriller prison fight liber shelter escap convict sam gillen singl handedli take ruthless develop determin evict clydi - widow two young children. nobodi know sam is. jean-claudevandamm rosannaarquett kieranculkin robertharmon
Flicka,"drama hors headstrong 16 year old kati mclaughlin desir work family' mountainsid hors ranch, although father insist finish board school. kati find mustang hill near ranch. kati set mind tame mustang prove father run ranch. tragedi happens, take love strength famili muster restor hope. timmcgraw mariabello armiehamm michaelmay"
The Hills Have Eyes 2,horror thriller newmexico mutant assault surviv group nation guard traine find battl viciou group mutant last day train desert. michaelbaileysmith archiekao jayacovon martinweisz
Urban Legends: Final Cut,"horror filmmak highschool sequel serialkil slasher aftercreditssting make horror movi take terrifi realiti student prestigi film school countri 'urban legends: final cut', suspens follow smash hit 'urban legend'. alpin university, someon determin win best film award cost - even mean elimin competition. one safe everyon suspect. 'urban legends: final cut' edge-of-your-seat thriller keep guess shock climax. jennifermorrison matthewdavi lorettadevin johnottman"
Tuck Everlasting,"fantasi drama sciencefict romanc famili natali babbitt' award win book children come screen lavish adapt walt disney pictures. winni foster (alexi bledel) girl earli teen grow small rural town winesap 1914. winnie' parent (victor garber ami irving) love overprotective, winni long life greater freedom adventure. alexisbledel williamhurt sissyspacek jayrussel"
